SSN Prefix,Years Issued
365-58-####,1968-unknown
365-60-####,1968-1969
365-62-####,1970-unknown
365-64-####,1971-unknown
365-66-####,1972-unknown
365-68-####,1973-unknown
365-70-####,1973-unknown
365-72-####,1973-unknown
365-74-####,1974-unknown
365-76-####,1975-unknown
365-78-####,1976-unknown
365-80-####,1976-unknown
365-82-####,1977-unknown
365-84-####,1978-unknown
365-86-####,1979-unknown
365-88-####,1980-unknown
365-90-####,1981-1982
365-92-####,1983-unknown
365-94-####,1984-unknown
365-96-####,1985-unknown
365-98-####,1986-unknown
366-01-####,1936-1950
366-02-####,1987-unknown
366-03-####,1936-1950
366-04-####,1987-unknown
366-05-####,1936-1950
366-06-####,1988-unknown
366-07-####,1936-1950
366-08-####,1989-1992
366-09-####,1936-1950
366-10-####,1936-1950
366-11-####,1989-1992
366-12-####,1936-1950
366-13-####,1989-1992
366-14-####,1936-1950
366-15-####,1989-1992
366-16-####,1936-1950
366-17-####,1994-unknown
366-18-####,1936-1950
366-19-####,1995-unknown
366-20-####,1936-1950
366-21-####,1997-1998
366-22-####,1936-1950
366-23-####,1998-unknown
366-24-####,1936-1950
366-25-####,1999-2000
366-26-####,1936-1950
366-27-####,2001-unknown
366-28-####,1936-1950
366-29-####,2003-2004
366-30-####,1936-1950
366-31-####,2004-2006
366-32-####,1936-1950
366-33-####,2006-2007
366-34-####,1951-1952
366-35-####,2007-2009
366-36-####,1953-unknown
366-37-####,2009-2011
366-38-####,1954-1955
366-39-####,2011-unknown
366-40-####,1956-1957
366-42-####,1958-1959
366-44-####,1960-1961
366-46-####,1962-unknown
366-48-####,1963-unknown
366-50-####,1964-unknown
366-52-####,1965-unknown
366-54-####,1966-unknown
366-56-####,1967-unknown
366-58-####,1968-unknown
366-60-####,1969-unknown
366-62-####,1970-unknown
366-64-####,1971-unknown
366-66-####,1972-unknown
366-68-####,1973-unknown
366-70-####,1973-unknown
366-72-####,1974-unknown
366-74-####,1974-unknown
366-76-####,1975-unknown
366-78-####,1976-unknown
366-80-####,1976-unknown
366-82-####,1977-unknown
366-84-####,1978-unknown
366-86-####,1979-unknown
366-88-####,1980-unknown
366-90-####,1981-1982
366-92-####,1983-unknown
366-94-####,1984-unknown
366-96-####,1985-unknown
366-98-####,1986-unknown
