SSN Prefix,Years Issued
402-90-####,1973-unknown
402-92-####,1973-unknown
402-94-####,1974-unknown
402-96-####,1974-unknown
402-98-####,1975-unknown
403-01-####,1936-1950
403-02-####,1975-unknown
403-03-####,1936-1950
403-04-####,1976-unknown
403-05-####,1936-1950
403-06-####,1976-unknown
403-07-####,1936-1950
403-08-####,1977-unknown
403-09-####,1936-1950
403-10-####,1936-1950
403-11-####,1978-unknown
403-12-####,1936-1950
403-13-####,1979-unknown
403-14-####,1936-1950
403-15-####,1980-unknown
403-16-####,1936-1950
403-17-####,1981-unknown
403-18-####,1936-1950
403-19-####,1982-unknown
403-20-####,1936-1950
403-21-####,1983-unknown
403-22-####,1936-1950
403-23-####,1984-unknown
403-24-####,1936-1950
403-25-####,1984-unknown
403-26-####,1936-1950
403-27-####,1985-unknown
403-28-####,1936-1950
403-29-####,1986-unknown
403-30-####,1936-1950
403-31-####,1987-unknown
403-32-####,1936-1950
403-33-####,1987-unknown
403-34-####,1936-1950
403-35-####,1988-unknown
403-36-####,1936-1950
403-37-####,1989-1992
403-38-####,1936-1950
403-39-####,1989-1992
403-40-####,1936-1950
403-41-####,1989-1992
403-42-####,1951-unknown
403-43-####,1989-1992
403-44-####,1952-unknown
403-45-####,1993-unknown
403-46-####,1952-1953
403-47-####,1994-unknown
403-48-####,1954-unknown
403-49-####,1995-unknown
403-50-####,1955-unknown
403-51-####,1997-1998
403-52-####,1956-unknown
403-53-####,1998-unknown
403-54-####,1956-1957
403-55-####,1999-2000
403-56-####,1958-1959
403-57-####,2001-unknown
403-58-####,1960-unknown
403-59-####,2002-unknown
403-60-####,1961-unknown
403-61-####,2003-2004
403-62-####,1962-unknown
403-63-####,2004-2006
403-64-####,1963-unknown
403-65-####,2006-2007
403-66-####,1963-1964
403-67-####,2007-2008
403-68-####,1965-unknown
403-69-####,2008-2009
403-70-####,1965-unknown
403-71-####,2009-2010
403-72-####,1966-unknown
403-73-####,2010-2011
403-74-####,1967-unknown
403-76-####,1967-unknown
403-78-####,1968-unknown
403-80-####,1969-unknown
403-82-####,1970-unknown
403-84-####,1971-unknown
403-86-####,1971-unknown
403-88-####,1972-unknown
403-90-####,1973-unknown
403-92-####,1973-unknown
403-94-####,1974-unknown
403-96-####,1974-unknown
403-98-####,1975-unknown
404-01-####,1936-1950
404-02-####,1975-unknown
404-03-####,1936-1950
404-04-####,1976-unknown
404-05-####,1936-1950
404-06-####,1976-unknown
404-07-####,1936-1950
404-08-####,1977-unknown
404-09-####,1936-1950
404-10-####,1936-1950
404-11-####,1978-unknown
404-12-####,1936-1950
404-13-####,1979-unknown
404-14-####,1936-1950
404-15-####,1980-unknown
404-16-####,1936-1950
404-17-####,1981-unknown
404-18-####,1936-1950
404-19-####,1982-unknown
404-20-####,1936-1950
404-21-####,1983-unknown
404-22-####,1936-1950
404-23-####,1984-unknown
404-24-####,1936-1950
404-25-####,1984-unknown
404-26-####,1936-1950
404-27-####,1985-unknown
404-28-####,1936-1950
404-29-####,1986-unknown
404-30-####,1936-1950
404-31-####,1987-unknown
404-32-####,1936-1950
404-33-####,1987-unknown
404-34-####,1936-1950
404-35-####,1988-unknown
404-36-####,1936-1950
404-37-####,1989-1992
404-38-####,1936-1950
404-39-####,1989-1992
404-40-####,1936-1950
404-41-####,1989-1992
404-42-####,1936-1950
404-43-####,1989-1992
404-44-####,1951-1952
404-45-####,1993-unknown
404-46-####,1953-unknown
404-47-####,1994-unknown
404-48-####,1954-unknown
404-49-####,1996-unknown
404-50-####,1955-unknown
404-51-####,1997-1998
404-52-####,1956-unknown
404-53-####,1998-unknown
404-54-####,1957-unknown
404-55-####,1999-2000
404-56-####,1958-1959
404-57-####,2001-unknown
404-58-####,1960-unknown
404-59-####,2002-unknown
404-60-####,1961-unknown
404-61-####,2003-2004
404-62-####,1962-unknown
404-63-####,2004-2006
404-64-####,1963-unknown
404-65-####,2006-2007
404-66-####,1964-unknown
404-67-####,2007-2008
404-68-####,1965-unknown
404-69-####,2008-2009
404-70-####,1965-unknown
404-71-####,2009-2010
404-72-####,1966-unknown
404-73-####,2010-2011
404-74-####,1967-unknown
404-76-####,1968-unknown
404-78-####,1968-unknown
404-80-####,1969-unknown
404-82-####,1970-unknown
404-84-####,1971-unknown
404-86-####,1971-unknown
404-88-####,1972-unknown
404-90-####,1973-unknown
404-92-####,1973-unknown
404-94-####,1974-unknown
404-96-####,1974-unknown
404-98-####,1975-unknown
405-01-####,1936-1950
405-02-####,1975-unknown
405-03-####,1936-1950
405-04-####,1976-unknown
405-05-####,1936-1950
405-06-####,1976-unknown
405-07-####,1936-1950
405-08-####,1977-unknown
405-09-####,1936-1950
405-10-####,1936-1950
405-11-####,1978-unknown
405-12-####,1936-1950
405-13-####,1979-unknown
405-14-####,1936-1950
405-15-####,1980-unknown
405-16-####,1936-1950
405-17-####,1981-1982
405-18-####,1936-1950
405-19-####,1983-unknown
405-20-####,1936-1950
405-21-####,1983-unknown
405-22-####,1936-1950
405-23-####,1984-unknown
405-24-####,1936-1950
405-25-####,1985-unknown
405-26-####,1936-1950
405-27-####,1985-unknown
405-28-####,1936-1950
405-29-####,1986-unknown
405-30-####,1936-1950
405-31-####,1987-unknown
405-32-####,1936-1950
405-33-####,1987-unknown
405-34-####,1936-1950
405-35-####,1988-unknown
405-36-####,1936-1950
405-37-####,1989-1992
405-38-####,1936-1950
405-39-####,1989-1992
405-40-####,1936-1950
405-41-####,1989-1992
405-42-####,1936-1950
405-43-####,1989-1992
405-44-####,1951-1952
405-45-####,1993-unknown
405-46-####,1953-unknown
405-47-####,1994-unknown
405-48-####,1954-unknown
405-49-####,1996-unknown
405-50-####,1955-unknown
405-51-####,1997-1998
405-52-####,1956-unknown
405-53-####,1998-unknown
405-54-####,1957-1958
405-55-####,2000-unknown
405-56-####,1959-unknown
405-57-####,2001-unknown
405-58-####,1960-unknown
405-59-####,2002-2003
405-60-####,1961-unknown
405-61-####,2003-2005
405-62-####,1962-unknown
405-63-####,2005-2006
405-64-####,1963-unknown
405-65-####,2006-2007
405-66-####,1964-unknown
405-67-####,2007-2008
405-68-####,1965-unknown
405-69-####,2008-2009
405-70-####,1965-unknown
405-71-####,2009-2011
405-72-####,1966-unknown
405-73-####,2011-unknown
405-74-####,1967-unknown
405-76-####,1967-unknown
405-78-####,1968-unknown
405-80-####,1969-unknown
405-82-####,1970-unknown
405-84-####,1971-unknown
405-86-####,1971-unknown
405-88-####,1972-unknown
405-90-####,1973-unknown
405-92-####,1973-unknown
405-94-####,1974-unknown
405-96-####,1974-unknown
405-98-####,1975-unknown
406-01-####,1936-1950
406-02-####,1975-unknown
406-03-####,1936-1950
406-04-####,1976-unknown
406-05-####,1936-1950
406-06-####,1976-unknown
406-07-####,1936-1950
406-08-####,1977-unknown
406-09-####,1936-1950
406-10-####,1936-1950
406-11-####,1978-1979
406-12-####,1936-1950
406-13-####,1980-unknown
406-14-####,1936-1950
406-15-####,1981-unknown
406-16-####,1936-1950
406-17-####,1982-unknown
406-18-####,1936-1950
406-19-####,1983-unknown
406-20-####,1936-1950
406-21-####,1983-unknown
406-22-####,1936-1950
406-23-####,1984-unknown
406-24-####,1936-1950
406-25-####,1985-unknown
406-26-####,1936-1950
406-27-####,1986-unknown
406-28-####,1936-1950
406-29-####,1987-unknown
406-30-####,1936-1950
406-31-####,1987-unknown
406-32-####,1936-1950
406-33-####,1987-unknown
406-34-####,1936-1950
406-35-####,1988-unknown
406-36-####,1936-1950
406-37-####,1989-1992
406-38-####,1936-1950
406-39-####,1989-1992
