SSN Prefix,Years Issued
544-39-####,1989-1992
544-40-####,1954-unknown
544-41-####,1993-unknown
544-42-####,1955-unknown
544-43-####,1994-unknown
544-44-####,1956-1957
544-45-####,1995-unknown
544-46-####,1958-1959
544-47-####,1996-unknown
544-48-####,1960-unknown
544-49-####,1996-unknown
544-50-####,1961-1962
544-51-####,1997-1998
544-52-####,1963-unknown
544-53-####,1998-unknown
544-54-####,1963-unknown
544-55-####,1999-unknown
544-56-####,1964-unknown
544-57-####,2000-unknown
544-58-####,1965-unknown
544-59-####,2001-unknown
544-60-####,1966-unknown
544-61-####,2002-2003
544-62-####,1967-unknown
544-63-####,2003-2004
544-64-####,1967-1968
544-65-####,2004-unknown
544-66-####,1969-unknown
544-67-####,2004-2005
544-68-####,1970-unknown
544-69-####,2005-2006
544-70-####,1970-unknown
544-71-####,2006-2007
544-72-####,1970-unknown
544-73-####,2007-2008
544-74-####,1971-1972
544-75-####,2008-2009
544-76-####,1973-1977
544-77-####,2009-2010
544-78-####,1973-1977
544-79-####,2010-2011
544-80-####,1973-1977
544-81-####,2011-unknown
544-82-####,1974-1977
544-84-####,1975-1977
544-86-####,1975-1977
544-88-####,1976-1977
544-90-####,1976-1977
544-92-####,1978-unknown
544-94-####,1979-unknown
544-96-####,1980-unknown
544-98-####,1980-unknown
