SSN Prefix,Years Issued
515-32-####,1951-1952
515-34-####,1953-1954
515-36-####,1955-unknown
515-38-####,1956-unknown
515-40-####,1957-1958
515-42-####,1959-1960
515-44-####,1961-unknown
515-46-####,1962-unknown
515-48-####,1963-unknown
515-50-####,1964-unknown
515-52-####,1965-unknown
515-54-####,1966-unknown
515-56-####,1967-1968
515-58-####,1969-unknown
515-60-####,1970-unknown
515-62-####,1971-unknown
515-64-####,1972-unknown
515-66-####,1973-unknown
515-68-####,1973-unknown
515-70-####,1973-unknown
515-72-####,1974-unknown
515-74-####,1975-unknown
515-76-####,1976-1977
515-78-####,1978-1979
515-80-####,1980-unknown
515-82-####,1981-1982
515-84-####,1983-unknown
515-86-####,1984-unknown
515-88-####,1985-unknown
515-90-####,1986-unknown
515-92-####,1987-unknown
515-94-####,1987-unknown
515-96-####,1988-unknown
515-98-####,1989-1992
