SSN Prefix,Years Issued
140-32-####,1957-1958
140-34-####,1959-1960
140-36-####,1961-1962
140-38-####,1963-unknown
140-40-####,1964-unknown
140-42-####,1965-unknown
140-44-####,1966-1967
140-46-####,1968-unknown
140-48-####,1969-unknown
140-50-####,1970-unknown
140-52-####,1971-unknown
140-54-####,1972-unknown
140-56-####,1972-unknown
140-58-####,1973-1974
140-60-####,1975-unknown
140-62-####,1976-unknown
140-64-####,1976-unknown
140-66-####,1977-unknown
140-68-####,1978-1979
140-70-####,1980-unknown
140-72-####,1981-unknown
140-74-####,1982-unknown
140-76-####,1983-1984
140-78-####,1985-unknown
140-80-####,1986-unknown
140-82-####,1987-unknown
140-84-####,1988-unknown
140-86-####,1989-1992
140-88-####,1989-1992
140-90-####,1989-1992
140-92-####,1989-1992
140-94-####,1993-unknown
140-96-####,1994-unknown
140-98-####,1995-unknown
141-01-####,1936-1950
141-02-####,1996-1998
141-03-####,1936-1950
141-04-####,1998-unknown
141-05-####,1936-1950
141-06-####,1999-unknown
141-07-####,1936-1950
141-08-####,2001-unknown
141-09-####,1936-1950
141-10-####,1936-1950
141-11-####,2002-unknown
141-12-####,1936-1950
141-13-####,2003-2004
141-14-####,1936-1950
141-15-####,2004-2006
141-16-####,1936-1950
141-17-####,2006-2007
141-18-####,1936-1950
141-19-####,2007-2008
141-20-####,1936-1950
141-21-####,2008-2010
141-22-####,1936-1950
141-23-####,2010-2011
141-24-####,1936-1950
141-26-####,1951-unknown
141-28-####,1952-1954
141-30-####,1955-1956
141-32-####,1957-1958
141-34-####,1959-1961
141-36-####,1962-unknown
141-38-####,1963-unknown
141-40-####,1964-unknown
141-42-####,1965-unknown
141-44-####,1966-1967
141-46-####,1968-unknown
141-48-####,1969-unknown
141-50-####,1970-unknown
141-52-####,1971-unknown
141-54-####,1972-unknown
141-56-####,1972-unknown
141-58-####,1973-1974
141-60-####,1975-unknown
141-62-####,1976-unknown
141-64-####,1976-unknown
141-66-####,1977-unknown
141-68-####,1978-1979
141-70-####,1980-unknown
141-72-####,1981-unknown
141-74-####,1982-unknown
141-76-####,1983-1984
141-78-####,1985-unknown
141-80-####,1986-unknown
141-82-####,1987-unknown
141-84-####,1988-unknown
141-86-####,1989-1992
141-88-####,1989-1992
141-90-####,1989-1992
141-92-####,1989-1992
141-94-####,1993-unknown
141-96-####,1994-unknown
141-98-####,1995-unknown
142-01-####,1936-1950
142-02-####,1997-unknown
142-03-####,1936-1950
142-04-####,1998-unknown
142-05-####,1936-1950
142-06-####,1999-unknown
142-07-####,1936-1950
142-08-####,2001-unknown
142-09-####,1936-1950
142-10-####,1936-1950
142-11-####,2002-unknown
142-12-####,1936-1950
142-13-####,2003-2004
142-14-####,1936-1950
142-15-####,2004-2006
142-16-####,1936-1950
142-17-####,2006-2007
142-18-####,1936-1950
142-19-####,2007-2008
142-20-####,1936-1950
