SSN Prefix,Years Issued
655-24-####,2006-2007
655-26-####,2007-unknown
655-28-####,2007-2008
655-30-####,2008-2009
655-32-####,2009-2010
655-34-####,2010-unknown
655-36-####,2010-2011
656-01-####,1997-unknown
656-03-####,1998-unknown
656-05-####,1999-unknown
656-07-####,1999-2000
656-09-####,2000-unknown
656-10-####,2001-unknown
656-12-####,2002-unknown
656-14-####,2003-unknown
656-16-####,2003-2004
656-18-####,2004-2005
656-20-####,2005-2006
656-22-####,2006-unknown
656-24-####,2006-2007
656-26-####,2007-2008
656-28-####,2008-unknown
656-30-####,2008-2009
656-32-####,2009-2010
656-34-####,2010-unknown
656-36-####,2010-2011
657-01-####,1997-unknown
657-03-####,1998-unknown
657-05-####,1999-unknown
657-07-####,2000-unknown
657-09-####,2000-unknown
657-10-####,2001-unknown
657-12-####,2002-2003
657-14-####,2003-unknown
657-16-####,2003-2004
657-18-####,2004-2005
657-20-####,2005-2006
657-22-####,2006-unknown
657-24-####,2006-2007
657-26-####,2007-2008
657-28-####,2008-unknown
657-30-####,2008-2009
657-32-####,2009-2010
657-34-####,2010-2011
657-36-####,2011-unknown
658-01-####,1997-unknown
658-03-####,1998-unknown
658-05-####,1999-unknown
658-07-####,2000-unknown
658-09-####,2000-2001
658-10-####,2001-unknown
658-12-####,2002-unknown
658-14-####,2003-2004
658-16-####,2004-unknown
658-18-####,2004-2005
658-20-####,2005-2006
658-22-####,2006-unknown
658-24-####,2006-2007
658-26-####,2007-2008
658-28-####,2008-unknown
658-30-####,2008-2009
658-32-####,2009-2010
658-34-####,2010-2011
658-36-####,2011-unknown
