SSN Prefix,Years Issued
225-53-####,1989-1992
225-54-####,1958-unknown
225-55-####,1989-1992
225-56-####,1959-unknown
225-57-####,1989-1992
225-58-####,1960-1961
225-59-####,1989-1992
225-60-####,1962-unknown
225-61-####,1989-1992
225-62-####,1963-unknown
225-63-####,1989-1992
225-64-####,1963-unknown
225-65-####,1989-1992
225-66-####,1963-unknown
225-67-####,1993-unknown
225-68-####,1964-unknown
225-69-####,1994-unknown
225-70-####,1965-unknown
225-71-####,1994-unknown
225-72-####,1966-unknown
225-73-####,1995-unknown
225-74-####,1966-unknown
225-75-####,1996-unknown
225-76-####,1967-unknown
225-77-####,1996-unknown
225-78-####,1968-unknown
225-79-####,1997-unknown
225-80-####,1968-unknown
225-81-####,1998-unknown
225-82-####,1969-unknown
225-83-####,1998-unknown
225-84-####,1970-unknown
225-85-####,1999-unknown
225-86-####,1971-unknown
225-87-####,2000-unknown
225-88-####,1971-unknown
225-89-####,2000-2001
225-90-####,1972-unknown
225-91-####,2001-unknown
225-92-####,1973-unknown
225-93-####,2002-unknown
225-94-####,1973-unknown
225-95-####,2002-unknown
225-96-####,1973-unknown
225-97-####,2003-2004
225-98-####,1974-unknown
225-99-####,2004-unknown
226-01-####,1936-1950
226-02-####,1974-unknown
226-03-####,1936-1950
226-04-####,1975-unknown
226-05-####,1936-1950
226-06-####,1975-unknown
226-07-####,1936-1950
226-08-####,1976-unknown
226-09-####,1936-1950
226-10-####,1936-1950
226-11-####,1976-unknown
226-12-####,1936-1950
226-13-####,1977-unknown
226-14-####,1936-1950
226-15-####,1978-unknown
226-16-####,1936-1950
226-17-####,1978-unknown
226-18-####,1936-1950
226-19-####,1979-unknown
226-20-####,1936-1950
226-21-####,1980-unknown
226-22-####,1936-1950
226-23-####,1981-unknown
226-24-####,1936-1950
226-25-####,1982-unknown
226-26-####,1936-1950
226-27-####,1982-unknown
226-28-####,1936-1950
226-29-####,1983-unknown
226-30-####,1936-1950
226-31-####,1984-unknown
226-32-####,1936-1950
226-33-####,1984-unknown
226-34-####,1936-1950
226-35-####,1985-unknown
226-36-####,1936-1950
226-37-####,1986-unknown
226-38-####,1936-1950
226-39-####,1986-unknown
226-40-####,1936-1950
226-41-####,1987-unknown
226-42-####,1951-unknown
226-43-####,1987-unknown
226-44-####,1952-unknown
226-45-####,1987-unknown
226-46-####,1953-1954
226-47-####,1988-unknown
226-48-####,1955-unknown
226-49-####,1988-unknown
226-50-####,1956-unknown
226-51-####,1988-unknown
226-52-####,1957-unknown
226-53-####,1989-1992
226-54-####,1958-unknown
226-55-####,1989-1992
226-56-####,1959-1960
226-57-####,1989-1992
226-58-####,1961-unknown
226-59-####,1989-1992
226-60-####,1962-unknown
226-61-####,1989-1992
226-62-####,1963-unknown
226-63-####,1989-1992
226-64-####,1963-unknown
226-65-####,1989-1992
226-66-####,1963-unknown
226-67-####,1993-unknown
226-68-####,1964-unknown
226-69-####,1994-unknown
226-70-####,1965-unknown
226-71-####,1994-unknown
226-72-####,1966-unknown
226-73-####,1995-unknown
226-74-####,1966-unknown
226-75-####,1996-unknown
226-76-####,1967-unknown
226-77-####,1996-unknown
226-78-####,1968-unknown
226-79-####,1997-unknown
226-80-####,1968-unknown
226-81-####,1998-unknown
226-82-####,1969-unknown
226-83-####,1999-unknown
226-84-####,1970-unknown
226-85-####,1999-unknown
226-86-####,1971-unknown
226-87-####,2000-unknown
226-88-####,1971-unknown
226-89-####,2001-unknown
226-90-####,1972-unknown
226-91-####,2001-unknown
226-92-####,1973-unknown
226-93-####,2002-unknown
226-94-####,1973-unknown
226-95-####,2003-unknown
226-96-####,1973-unknown
226-97-####,2003-2004
226-98-####,1974-unknown
226-99-####,2004-unknown
227-01-####,1936-1950
227-02-####,1974-unknown
227-03-####,1936-1950
227-04-####,1975-unknown
227-05-####,1936-1950
227-06-####,1975-unknown
227-07-####,1936-1950
227-08-####,1976-unknown
227-09-####,1936-1950
227-10-####,1936-1950
227-11-####,1976-unknown
227-12-####,1936-1950
227-13-####,1977-unknown
227-14-####,1936-1950
227-15-####,1978-unknown
227-16-####,1936-1950
227-17-####,1979-unknown
227-18-####,1936-1950
227-19-####,1979-unknown
227-20-####,1936-1950
227-21-####,1980-unknown
227-22-####,1936-1950
227-23-####,1981-unknown
227-24-####,1936-1950
227-25-####,1982-unknown
227-26-####,1936-1950
227-27-####,1983-unknown
227-28-####,1936-1950
227-29-####,1983-unknown
227-30-####,1936-1950
227-31-####,1984-unknown
227-32-####,1936-1950
227-33-####,1984-unknown
227-34-####,1936-1950
227-35-####,1985-unknown
227-36-####,1936-1950
227-37-####,1986-unknown
227-38-####,1936-1950
227-39-####,1986-unknown
227-40-####,1936-1950
227-41-####,1987-unknown
