SSN Prefix,Years Issued
393-12-####,1936-1950
393-13-####,1994-unknown
393-14-####,1936-1950
393-15-####,1996-unknown
393-16-####,1936-1950
393-17-####,1997-1998
393-18-####,1936-1950
393-19-####,1999-unknown
393-20-####,1936-1950
393-21-####,2001-unknown
393-22-####,1936-1950
393-23-####,2002-2004
393-24-####,1936-1950
393-25-####,2004-2006
393-26-####,1936-1950
393-27-####,2006-2007
393-28-####,1936-1950
393-29-####,2007-2009
393-30-####,1951-unknown
393-31-####,2009-2010
393-32-####,1952-unknown
393-33-####,2010-2011
393-34-####,1953-1954
393-36-####,1955-unknown
393-38-####,1956-1957
393-40-####,1958-1959
393-42-####,1960-unknown
393-44-####,1961-1962
393-46-####,1963-unknown
393-48-####,1963-unknown
393-50-####,1964-unknown
393-52-####,1965-unknown
393-54-####,1966-unknown
393-56-####,1967-unknown
393-58-####,1968-unknown
393-60-####,1969-unknown
393-62-####,1970-unknown
393-64-####,1971-unknown
393-66-####,1972-unknown
393-68-####,1973-unknown
393-70-####,1973-unknown
393-72-####,1974-unknown
393-74-####,1975-unknown
393-76-####,1975-unknown
393-78-####,1976-unknown
393-80-####,1977-1978
393-82-####,1979-unknown
393-84-####,1979-unknown
393-86-####,1980-1981
393-88-####,1982-unknown
393-90-####,1983-unknown
393-92-####,1984-unknown
393-94-####,1985-1986
393-96-####,1987-unknown
393-98-####,1987-unknown
394-01-####,1936-1950
394-02-####,1988-unknown
394-03-####,1936-1950
394-04-####,1989-1992
394-05-####,1936-1950
394-06-####,1989-1992
394-07-####,1936-1950
394-08-####,1989-1992
394-09-####,1936-1950
394-10-####,1936-1950
394-11-####,1993-unknown
394-12-####,1936-1950
394-13-####,1994-unknown
394-14-####,1936-1950
394-15-####,1996-1998
394-16-####,1936-1950
394-17-####,1998-unknown
394-18-####,1936-1950
394-19-####,1999-2000
394-20-####,1936-1950
394-21-####,2001-2003
394-22-####,1936-1950
394-23-####,2003-2004
394-24-####,1936-1950
394-25-####,2004-2006
394-26-####,1936-1950
394-27-####,2006-2007
394-28-####,1936-1950
394-29-####,2007-2009
394-30-####,1936-1950
394-31-####,2009-2010
394-32-####,1951-1953
394-33-####,2010-2011
394-34-####,1954-unknown
394-36-####,1955-unknown
394-38-####,1956-1957
394-40-####,1958-1959
394-42-####,1960-unknown
394-44-####,1961-1962
394-46-####,1963-unknown
394-48-####,1963-unknown
394-50-####,1964-unknown
394-52-####,1965-unknown
394-54-####,1966-unknown
394-56-####,1967-unknown
394-58-####,1968-unknown
394-60-####,1969-unknown
394-62-####,1970-unknown
394-64-####,1971-unknown
394-66-####,1972-unknown
394-68-####,1973-unknown
394-70-####,1973-unknown
394-72-####,1974-unknown
394-74-####,1975-unknown
394-76-####,1975-unknown
394-78-####,1976-unknown
394-80-####,1977-1978
394-82-####,1979-unknown
394-84-####,1979-1980
394-86-####,1981-unknown
394-88-####,1982-unknown
394-90-####,1983-unknown
394-92-####,1984-unknown
394-94-####,1985-1986
394-96-####,1987-unknown
394-98-####,1987-unknown
395-01-####,1936-1950
395-02-####,1988-unknown
395-03-####,1936-1950
395-04-####,1989-1992
395-05-####,1936-1950
395-06-####,1989-1992
395-07-####,1936-1950
395-08-####,1989-1992
395-09-####,1936-1950
395-10-####,1936-1950
395-11-####,1993-unknown
395-12-####,1936-1950
395-13-####,1994-unknown
395-14-####,1936-1950
395-15-####,1996-1998
395-16-####,1936-1950
395-17-####,1998-unknown
395-18-####,1936-1950
395-19-####,1999-2000
395-20-####,1936-1950
395-21-####,2001-unknown
395-22-####,1936-1950
395-23-####,2003-2004
395-24-####,1936-1950
395-25-####,2004-2006
395-26-####,1936-1950
395-27-####,2006-2007
395-28-####,1936-1950
395-29-####,2007-2009
395-30-####,1951-unknown
395-31-####,2009-2011
395-32-####,1952-1953
395-33-####,2011-unknown
395-34-####,1954-unknown
395-36-####,1955-1956
395-38-####,1957-unknown
395-40-####,1958-1959
395-42-####,1960-unknown
395-44-####,1961-1962
395-46-####,1963-unknown
395-48-####,1963-unknown
395-50-####,1964-unknown
395-52-####,1965-unknown
395-54-####,1966-unknown
395-56-####,1967-unknown
395-58-####,1968-unknown
395-60-####,1969-unknown
395-62-####,1970-unknown
395-64-####,1971-1972
395-66-####,1973-unknown
395-68-####,1973-unknown
395-70-####,1973-unknown
395-72-####,1974-unknown
395-74-####,1975-unknown
395-76-####,1975-unknown
395-78-####,1976-unknown
395-80-####,1977-1978
395-82-####,1979-unknown
395-84-####,1979-1980
395-86-####,1981-unknown
395-88-####,1982-unknown
395-90-####,1983-unknown
395-92-####,1984-1985
395-94-####,1986-unknown
395-96-####,1987-unknown
395-98-####,1987-unknown
396-01-####,1936-1950
396-02-####,1988-unknown
396-03-####,1936-1950
396-04-####,1989-1992
396-05-####,1936-1950
396-06-####,1989-1992
396-07-####,1936-1950
396-08-####,1989-1992
396-09-####,1936-1950
396-10-####,1936-1950
396-11-####,1993-unknown
396-12-####,1936-1950
396-13-####,1995-unknown
396-14-####,1936-1950
396-15-####,1996-1998
396-16-####,1936-1950
396-17-####,1998-unknown
396-18-####,1936-1950
396-19-####,2000-unknown
396-20-####,1936-1950
396-21-####,2001-unknown
396-22-####,1936-1950
396-23-####,2003-2004
396-24-####,1936-1950
396-25-####,2004-2006
396-26-####,1936-1950
396-27-####,2006-2008
396-28-####,1936-1950
396-29-####,2008-2009
396-30-####,1951-unknown
396-31-####,2009-2011
396-32-####,1952-1953
396-33-####,2011-unknown
396-34-####,1954-unknown
396-36-####,1955-unknown
396-38-####,1956-1958
396-40-####,1959-unknown
396-42-####,1960-unknown
396-44-####,1961-1962
396-46-####,1963-unknown
396-48-####,1963-unknown
396-50-####,1964-1965
396-52-####,1966-unknown
396-54-####,1966-unknown
396-56-####,1967-unknown
396-58-####,1968-1969
396-60-####,1970-unknown
396-62-####,1971-unknown
396-64-####,1971-1972
396-66-####,1973-unknown
396-68-####,1973-unknown
396-70-####,1973-unknown
396-72-####,1974-unknown
396-74-####,1975-unknown
396-76-####,1976-unknown
396-78-####,1976-unknown
396-80-####,1977-1978
396-82-####,1979-unknown
396-84-####,1980-unknown
396-86-####,1981-unknown
396-88-####,1982-unknown
396-90-####,1983-unknown
396-92-####,1984-1985
396-94-####,1986-unknown
396-96-####,1987-unknown
396-98-####,1987-unknown
397-01-####,1936-1950
397-02-####,1988-unknown
397-03-####,1936-1950
397-04-####,1989-1992
397-05-####,1936-1950
397-06-####,1989-1992
397-07-####,1936-1950
397-08-####,1989-1992
397-09-####,1936-1950
397-10-####,1936-1950
397-11-####,1993-unknown
397-12-####,1936-1950
397-13-####,1995-unknown
397-14-####,1936-1950
397-15-####,1996-1998
397-16-####,1936-1950
397-17-####,1998-unknown
397-18-####,1936-1950
397-19-####,2000-unknown
397-20-####,1936-1950
397-21-####,2001-2002
397-22-####,1936-1950
397-23-####,2003-2005
397-24-####,1936-1950
397-25-####,2005-2006
397-26-####,1936-1950
397-27-####,2006-2008
397-28-####,1936-1950
397-29-####,2008-2009
397-30-####,1951-unknown
397-31-####,2009-2011
397-32-####,1952-1953
397-33-####,2011-unknown
397-34-####,1954-unknown
397-36-####,1955-1956
397-38-####,1957-1958
397-40-####,1959-unknown
397-42-####,1960-unknown
397-44-####,1961-1962
397-46-####,1963-unknown
397-48-####,1964-unknown
397-50-####,1965-unknown
397-52-####,1966-unknown
397-54-####,1966-unknown
397-56-####,1967-1968
397-58-####,1969-unknown
397-60-####,1970-unknown
397-62-####,1971-unknown
397-64-####,1972-unknown
397-66-####,1973-unknown
397-68-####,1973-unknown
397-70-####,1973-unknown
397-72-####,1974-unknown
397-74-####,1975-unknown
397-76-####,1976-unknown
397-78-####,1976-unknown
397-80-####,1977-1978
397-82-####,1979-unknown
397-84-####,1980-unknown
397-86-####,1981-unknown
397-88-####,1982-unknown
397-90-####,1983-unknown
397-92-####,1984-1985
397-94-####,1986-unknown
397-96-####,1987-unknown
397-98-####,1987-unknown
398-01-####,1936-1950
398-02-####,1988-unknown
398-03-####,1936-1950
398-04-####,1989-1992
398-05-####,1936-1950
398-06-####,1989-1992
398-07-####,1936-1950
398-08-####,1989-1992
398-09-####,1936-1950
398-10-####,1936-1950
398-11-####,1993-unknown
398-12-####,1936-1950
398-13-####,1995-unknown
398-14-####,1936-1950
398-15-####,1997-1998
398-16-####,1936-1950
398-17-####,1998-unknown
398-18-####,1936-1950
398-19-####,2000-unknown
398-20-####,1936-1950
398-21-####,2001-2002
398-22-####,1936-1950
398-23-####,2003-2005
398-24-####,1936-1950
398-25-####,2005-2006
398-26-####,1936-1950
398-27-####,2006-2008
398-28-####,1936-1950
398-29-####,2008-2009
398-30-####,1951-unknown
398-31-####,2009-2011
398-32-####,1952-1953
398-34-####,1954-1955
398-36-####,1956-unknown
398-38-####,1957-1958
398-40-####,1959-1960
398-42-####,1961-unknown
398-44-####,1961-1962
398-46-####,1963-unknown
398-48-####,1963-1964
398-50-####,1965-unknown
398-52-####,1966-unknown
398-54-####,1967-unknown
398-56-####,1968-unknown
398-58-####,1968-unknown
398-60-####,1969-1970
398-62-####,1971-unknown
398-64-####,1972-unknown
398-66-####,1973-unknown
398-68-####,1973-unknown
398-70-####,1973-unknown
398-72-####,1974-unknown
398-74-####,1975-unknown
398-76-####,1976-unknown
398-78-####,1976-unknown
398-80-####,1977-1978
398-82-####,1979-unknown
398-84-####,1980-unknown
398-86-####,1981-unknown
398-88-####,1982-unknown
398-90-####,1983-unknown
398-92-####,1984-1985
398-94-####,1986-unknown
398-96-####,1987-unknown
398-98-####,1988-unknown
399-01-####,1936-1950
399-02-####,1988-unknown
399-03-####,1936-1950
399-04-####,1989-1992
399-05-####,1936-1950
399-06-####,1989-1992
399-07-####,1936-1950
399-08-####,1989-1992
399-09-####,1936-1950
399-10-####,1936-1950
399-11-####,1994-unknown
399-12-####,1936-1950
399-13-####,1995-unknown
399-14-####,1936-1950
399-15-####,1997-1998
399-16-####,1936-1950
399-17-####,1998-unknown
399-18-####,1936-1950
399-19-####,2000-unknown
399-20-####,1936-1950
399-21-####,2002-unknown
399-22-####,1936-1950
399-23-####,2003-2005
399-24-####,1936-1950
399-25-####,2005-2006
399-26-####,1936-1950
399-27-####,2006-2008
399-28-####,1936-1950
399-29-####,2008-2009
399-30-####,1951-unknown
399-31-####,2009-2011
399-32-####,1952-1954
399-34-####,1955-1956
399-36-####,1957-unknown
399-38-####,1958-1959
399-40-####,1960-1961
399-42-####,1962-unknown
399-44-####,1962-1963
399-46-####,1964-unknown
399-48-####,1964-1965
399-50-####,1966-unknown
399-52-####,1967-unknown
399-54-####,1967-1968
399-56-####,1969-unknown
399-58-####,1970-unknown
399-60-####,1971-unknown
399-62-####,1972-unknown
399-64-####,1972-1973
399-66-####,1974-unknown
399-68-####,1974-unknown
399-70-####,1974-unknown
399-72-####,1975-unknown
399-74-####,1976-unknown
399-76-####,1977-unknown
399-78-####,1977-unknown
399-80-####,1978-1979
399-82-####,1980-unknown
399-84-####,1980-unknown
399-86-####,1981-unknown
399-88-####,1982-unknown
399-90-####,1983-1984
399-92-####,1985-unknown
399-94-####,1986-unknown
399-96-####,1987-unknown
399-98-####,1988-unknown
