SSN Prefix,Years Issued
265-93-####,1980-unknown
265-94-####,1965-unknown
265-95-####,1980-unknown
265-96-####,1965-unknown
265-97-####,1980-unknown
265-98-####,1965-unknown
265-99-####,1980-unknown
266-01-####,1936-1950
266-02-####,1967-unknown
266-03-####,1936-1950
266-04-####,1967-unknown
266-05-####,1936-1950
266-06-####,1967-unknown
266-07-####,1936-1950
266-08-####,1967-unknown
266-09-####,1936-1950
266-10-####,1936-1950
266-11-####,1967-unknown
266-12-####,1936-1950
266-13-####,1967-unknown
266-14-####,1936-1950
266-15-####,1968-unknown
266-16-####,1936-1950
266-17-####,1968-unknown
266-18-####,1936-1950
266-19-####,1969-unknown
266-20-####,1936-1950
266-21-####,1969-unknown
266-22-####,1936-1950
266-23-####,1969-unknown
266-24-####,1936-1950
266-25-####,1970-unknown
266-26-####,1936-1950
266-27-####,1970-unknown
266-28-####,1936-1950
266-29-####,1970-unknown
266-30-####,1936-1950
266-31-####,1971-unknown
266-32-####,1936-1950
266-33-####,1971-unknown
266-34-####,1936-1950
266-35-####,1971-unknown
266-36-####,1936-1950
266-37-####,1972-unknown
266-38-####,1936-1950
266-39-####,1972-unknown
266-40-####,1936-1950
266-41-####,1973-unknown
266-42-####,1936-1950
266-43-####,1973-unknown
266-44-####,1936-1950
266-45-####,1973-unknown
266-46-####,1936-1950
266-47-####,1973-unknown
266-48-####,1951-unknown
266-49-####,1973-unknown
266-50-####,1952-unknown
266-51-####,1973-unknown
266-52-####,1953-1954
266-53-####,1974-unknown
266-54-####,1955-unknown
266-55-####,1974-unknown
266-56-####,1955-unknown
266-57-####,1974-unknown
266-58-####,1956-unknown
266-59-####,1974-unknown
266-60-####,1957-unknown
266-61-####,1975-unknown
266-62-####,1958-unknown
266-63-####,1975-unknown
266-64-####,1958-unknown
266-65-####,1975-unknown
266-66-####,1959-unknown
266-67-####,1975-unknown
266-68-####,1960-unknown
266-69-####,1976-unknown
266-70-####,1960-unknown
266-71-####,1976-unknown
266-72-####,1961-unknown
266-73-####,1976-unknown
266-74-####,1962-unknown
266-75-####,1977-unknown
266-76-####,1962-unknown
266-77-####,1977-unknown
266-78-####,1963-unknown
266-79-####,1977-unknown
266-80-####,1963-unknown
266-81-####,1977-unknown
266-82-####,1963-unknown
266-83-####,1978-unknown
266-84-####,1963-unknown
266-85-####,1978-unknown
266-86-####,1963-unknown
266-87-####,1979-unknown
266-88-####,1964-unknown
266-89-####,1979-unknown
266-90-####,1964-unknown
266-91-####,1979-unknown
266-92-####,1964-unknown
266-93-####,1980-unknown
266-94-####,1965-unknown
266-95-####,1980-unknown
266-96-####,1965-unknown
266-97-####,1980-unknown
266-98-####,1965-unknown
266-99-####,1980-unknown
267-01-####,1936-1950
267-02-####,1966-unknown
267-03-####,1936-1950
267-04-####,1966-unknown
267-05-####,1936-1950
267-06-####,1966-unknown
267-07-####,1936-1950
267-08-####,1966-unknown
267-09-####,1936-1950
267-10-####,1936-1950
267-11-####,1966-1967
267-12-####,1936-1950
267-13-####,1968-unknown
267-14-####,1936-1950
267-15-####,1968-unknown
267-16-####,1936-1950
267-17-####,1968-unknown
267-18-####,1936-1950
267-19-####,1969-unknown
267-20-####,1936-1950
267-21-####,1969-unknown
267-22-####,1936-1950
267-23-####,1969-unknown
267-24-####,1936-1950
267-25-####,1970-unknown
267-26-####,1936-1950
267-27-####,1970-unknown
267-28-####,1936-1950
267-29-####,1970-unknown
267-30-####,1936-1950
267-31-####,1971-unknown
267-32-####,1936-1950
267-33-####,1971-unknown
267-34-####,1936-1950
267-35-####,1972-unknown
267-36-####,1936-1950
267-37-####,1972-unknown
267-38-####,1936-1950
267-39-####,1972-unknown
267-40-####,1936-1950
267-41-####,1973-unknown
267-42-####,1936-1950
267-43-####,1973-unknown
267-44-####,1936-1950
267-45-####,1973-unknown
267-46-####,1936-1950
267-47-####,1973-unknown
267-48-####,1951-unknown
267-49-####,1973-unknown
267-50-####,1952-1953
267-51-####,1974-unknown
267-52-####,1954-unknown
267-53-####,1974-unknown
267-54-####,1954-unknown
267-55-####,1974-unknown
267-56-####,1955-unknown
267-57-####,1974-unknown
267-58-####,1956-unknown
267-59-####,1974-unknown
267-60-####,1957-unknown
267-61-####,1975-unknown
267-62-####,1958-unknown
267-63-####,1975-unknown
267-64-####,1959-unknown
267-65-####,1975-unknown
267-66-####,1959-unknown
267-67-####,1975-unknown
267-68-####,1960-unknown
267-69-####,1976-unknown
267-70-####,1961-unknown
267-71-####,1976-unknown
267-72-####,1961-unknown
267-73-####,1976-unknown
267-74-####,1962-unknown
267-75-####,1977-unknown
267-76-####,1962-unknown
267-77-####,1977-unknown
267-78-####,1963-unknown
267-79-####,1977-unknown
267-80-####,1963-unknown
267-81-####,1978-unknown
267-82-####,1963-unknown
267-83-####,1978-unknown
267-84-####,1963-unknown
267-85-####,1978-unknown
267-86-####,1963-unknown
267-87-####,1979-unknown
267-88-####,1964-unknown
267-89-####,1979-unknown
267-90-####,1964-unknown
267-91-####,1979-unknown
267-92-####,1964-unknown
267-93-####,1980-unknown
267-94-####,1965-unknown
267-95-####,1980-unknown
267-96-####,1965-unknown
267-97-####,1980-unknown
267-98-####,1965-unknown
267-99-####,1980-unknown
589-01-####,1980-unknown
589-02-####,1989-1992
589-03-####,1981-unknown
589-04-####,1989-1992
589-05-####,1981-unknown
589-06-####,1989-1992
589-07-####,1981-unknown
589-08-####,1989-1992
589-09-####,1981-unknown
589-10-####,1982-unknown
589-11-####,1989-1992
589-12-####,1982-unknown
589-13-####,1989-1992
589-14-####,1982-unknown
589-15-####,1989-1992
589-16-####,1982-unknown
589-17-####,1989-1992
589-18-####,1983-unknown
589-19-####,1989-1992
589-20-####,1983-unknown
589-21-####,1989-1992
589-22-####,1983-unknown
589-23-####,1989-1992
589-24-####,1984-unknown
589-25-####,1989-1992
589-26-####,1984-unknown
589-27-####,1989-1992
589-28-####,1984-unknown
589-29-####,1993-unknown
589-30-####,1984-unknown
589-31-####,1993-unknown
589-32-####,1985-unknown
589-33-####,1993-unknown
589-34-####,1985-unknown
589-35-####,1993-unknown
589-36-####,1985-unknown
589-37-####,1993-unknown
589-38-####,1986-unknown
589-39-####,1994-unknown
589-40-####,1986-unknown
589-41-####,1994-unknown
589-42-####,1986-unknown
589-43-####,1994-unknown
589-44-####,1986-unknown
589-45-####,1994-unknown
589-46-####,1987-unknown
589-47-####,1994-unknown
589-48-####,1987-unknown
589-49-####,1995-unknown
589-50-####,1987-unknown
589-51-####,1995-unknown
589-52-####,1987-unknown
589-53-####,1995-unknown
589-54-####,1987-unknown
589-55-####,1995-unknown
589-56-####,1987-unknown
589-57-####,1996-unknown
589-58-####,1987-unknown
589-59-####,1996-unknown
589-60-####,1987-unknown
589-61-####,1996-unknown
589-62-####,1988-unknown
589-63-####,1996-unknown
589-64-####,1988-unknown
589-65-####,1997-unknown
589-66-####,1988-unknown
589-67-####,1997-unknown
589-68-####,1988-unknown
589-69-####,1997-unknown
589-70-####,1988-unknown
589-71-####,1997-unknown
589-72-####,1988-unknown
589-73-####,1998-unknown
589-74-####,1988-unknown
589-75-####,1998-unknown
589-76-####,1988-unknown
589-77-####,1998-unknown
589-78-####,1989-1992
589-79-####,1998-1999
589-80-####,1989-1992
589-81-####,1999-unknown
589-82-####,1989-1992
589-83-####,1999-unknown
589-84-####,1989-1992
589-85-####,1999-unknown
589-86-####,1989-1992
589-87-####,1999-unknown
589-88-####,1989-1992
589-89-####,1999-2000
589-90-####,1989-1992
589-91-####,2000-unknown
589-92-####,1989-1992
589-93-####,2000-unknown
589-94-####,1989-1992
589-95-####,2000-unknown
589-96-####,1989-1992
589-97-####,2000-2001
589-98-####,1989-1992
589-99-####,2001-unknown
590-01-####,1980-unknown
590-02-####,1989-1992
590-03-####,1981-unknown
590-04-####,1989-1992
590-05-####,1981-unknown
590-06-####,1989-1992
590-07-####,1981-unknown
590-08-####,1989-1992
590-09-####,1981-unknown
590-10-####,1982-unknown
590-11-####,1989-1992
590-12-####,1982-unknown
590-13-####,1989-1992
590-14-####,1982-unknown
590-15-####,1989-1992
590-16-####,1982-unknown
590-17-####,1989-1992
590-18-####,1983-unknown
590-19-####,1989-1992
590-20-####,1983-unknown
590-21-####,1989-1992
590-22-####,1983-unknown
590-23-####,1989-1992
590-24-####,1984-unknown
590-25-####,1989-1992
590-26-####,1984-unknown
590-27-####,1989-1992
590-28-####,1984-unknown
590-29-####,1993-unknown
590-30-####,1984-unknown
590-31-####,1993-unknown
590-32-####,1985-unknown
590-33-####,1993-unknown
590-34-####,1985-unknown
590-35-####,1993-unknown
590-36-####,1985-unknown
590-37-####,1994-unknown
590-38-####,1986-unknown
590-39-####,1994-unknown
590-40-####,1986-unknown
590-41-####,1994-unknown
590-42-####,1986-unknown
590-43-####,1994-unknown
590-44-####,1986-unknown
590-45-####,1994-unknown
590-46-####,1987-unknown
590-47-####,1994-unknown
590-48-####,1987-unknown
590-49-####,1995-unknown
590-50-####,1987-unknown
590-51-####,1995-unknown
590-52-####,1987-unknown
590-53-####,1995-unknown
590-54-####,1987-unknown
590-55-####,1995-unknown
590-56-####,1987-unknown
590-57-####,1996-unknown
590-58-####,1987-unknown
590-59-####,1996-unknown
590-60-####,1987-unknown
590-61-####,1996-unknown
590-62-####,1988-unknown
590-63-####,1996-unknown
590-64-####,1988-unknown
590-65-####,1997-unknown
590-66-####,1988-unknown
590-67-####,1997-unknown
590-68-####,1988-unknown
590-69-####,1997-unknown
590-70-####,1988-unknown
590-71-####,1997-unknown
590-72-####,1988-unknown
590-73-####,1998-unknown
590-74-####,1988-unknown
590-75-####,1998-unknown
590-76-####,1988-unknown
590-77-####,1998-unknown
590-78-####,1989-1992
590-79-####,1998-1999
590-80-####,1989-1992
590-81-####,1999-unknown
590-82-####,1989-1992
590-83-####,1999-unknown
590-84-####,1989-1992
590-85-####,1999-unknown
590-86-####,1989-1992
590-87-####,1999-2000
590-88-####,1989-1992
590-89-####,1999-2000
590-90-####,1989-1992
590-91-####,2000-unknown
590-92-####,1989-1992
590-93-####,2000-unknown
590-94-####,1989-1992
590-95-####,2000-unknown
590-96-####,1989-1992
590-97-####,2000-2001
590-98-####,1989-1992
590-99-####,2001-unknown
591-01-####,1980-unknown
591-02-####,1989-1992
591-03-####,1981-unknown
591-04-####,1989-1992
591-05-####,1981-unknown
591-06-####,1989-1992
591-07-####,1981-unknown
591-08-####,1989-1992
591-09-####,1981-unknown
591-10-####,1982-unknown
591-11-####,1989-1992
591-12-####,1982-unknown
591-13-####,1989-1992
591-14-####,1982-unknown
591-15-####,1989-1992
591-16-####,1982-unknown
591-17-####,1989-1992
591-18-####,1983-unknown
591-19-####,1989-1992
591-20-####,1983-unknown
591-21-####,1989-1992
591-22-####,1983-unknown
591-23-####,1989-1992
591-24-####,1984-unknown
591-25-####,1989-1992
591-26-####,1984-unknown
591-27-####,1989-1992
591-28-####,1984-unknown
591-29-####,1993-unknown
591-30-####,1984-unknown
